id_mes,data_referencia,matricula,id_area,grade,salario,valor_horas_extras,remuneracao_bruta,encargos,provisao_13o,provisao_ferias,vale_refeicao,vale_transporte,plano_saude,seguro_vida,beneficios_total,custo_total,fator_custo_sobre_salario
202101.0,2021-01-01,100174.0,7.0,5.0,16001.31,98.19,16099.5,5763.62,1821.93,2429.24,882.0,0.0,520.0,34.0,1436.0,27550.28,1.72
202101.0,2021-01-01,100175.0,9.0,1.0,4068.23,13.87,4082.1,1461.39,461.96,615.94,882.0,160.0,380.0,34.0,1456.0,8077.39,1.99
202101.0,2021-01-01,100176.0,3.0,3.0,3760.85,41.03,3801.88,1361.07,430.25,573.66,882.0,0.0,720.0,34.0,1636.0,7802.86,2.07
202101.0,2021-01-01,100177.0,2.0,4.0,9254.39,681.46,9935.85,3557.03,1124.41,1499.21,882.0,160.0,520.0,34.0,1596.0,17712.5,1.91
202101.0,2021-01-01,100178.0,3.0,2.0,2465.74,18.49,2484.23,889.36,281.13,374.84,882.0,320.0,720.0,34.0,1956.0,5985.56,2.43
202101.0,2021-01-01,100179.0,2.0,2.0,5305.19,560.66,5865.85,2099.98,663.82,885.09,882.0,0.0,520.0,34.0,1436.0,10950.74,2.06
202101.0,2021-01-01,100180.0,12.0,3.0,7527.18,143.7,7670.88,2746.18,868.09,1157.45,882.0,0.0,720.0,34.0,1636.0,14078.59,1.87
202101.0,2021-01-01,100181.0,1.0,5.0,12541.62,598.58,13140.2,4704.19,1487.03,1982.71,882.0,320.0,720.0,34.0,1956.0,23270.13,1.86
202101.0,2021-01-01,100182.0,1.0,2.0,4939.3,242.47,5181.77,1855.08,586.4,781.87,882.0,320.0,380.0,34.0,1616.0,10021.13,2.03
202101.0,2021-01-01,100183.0,9.0,4.0,13246.02,289.0,13535.02,4845.54,1531.71,2042.28,882.0,160.0,380.0,34.0,1456.0,23410.56,1.77
202101.0,2021-01-01,100184.0,5.0,4.0,6507.23,372.69,6879.92,2463.01,778.58,1038.1,882.0,320.0,380.0,34.0,1616.0,12775.61,1.96
202101.0,2021-01-01,100185.0,12.0,1.0,2945.38,82.34,3027.72,1083.92,342.64,456.85,882.0,160.0,380.0,34.0,1456.0,6367.12,2.16
202101.0,2021-01-01,100186.0,11.0,4.0,13571.66,305.36,13877.02,4967.97,1570.42,2093.89,882.0,320.0,520.0,34.0,1756.0,24265.3,1.79
202101.0,2021-01-01,100187.0,9.0,1.0,4405.51,57.07,4462.58,1597.6,505.02,673.35,882.0,160.0,520.0,34.0,1596.0,8834.55,2.01
202101.0,2021-01-01,100189.0,3.0,5.0,8545.05,81.57,8626.62,3088.33,976.25,1301.66,882.0,160.0,520.0,34.0,1596.0,15588.85,1.82
202101.0,2021-01-01,100190.0,15.0,3.0,7571.63,185.85,7757.48,2777.18,877.89,1170.52,882.0,0.0,720.0,34.0,1636.0,14219.06,1.88
202101.0,2021-01-01,100191.0,1.0,3.0,6192.42,147.77,6340.19,2269.79,717.5,956.66,882.0,160.0,380.0,34.0,1456.0,11740.15,1.9
202101.0,2021-01-01,100192.0,9.0,2.0,5328.3,377.82,5706.12,2042.79,645.74,860.99,882.0,0.0,520.0,34.0,1436.0,10691.65,2.01
202101.0,2021-01-01,100193.0,5.0,4.0,7889.96,349.67,8239.63,2949.79,932.45,1243.27,882.0,320.0,520.0,34.0,1756.0,15121.14,1.92
202101.0,2021-01-01,100194.0,8.0,3.0,8190.72,1262.12,9452.84,3384.12,1069.75,1426.33,882.0,0.0,520.0,34.0,1436.0,16769.02,2.05
202101.0,2021-01-01,100195.0,5.0,4.0,8636.91,235.55,8872.46,3176.34,1004.07,1338.76,882.0,320.0,720.0,34.0,1956.0,16347.63,1.89
202101.0,2021-01-01,100196.0,5.0,4.0,6387.72,174.21,6561.93,2349.17,742.59,990.12,882.0,320.0,520.0,34.0,1756.0,12399.82,1.94
202101.0,2021-01-01,100197.0,2.0,1.0,2750.66,46.89,2797.55,1001.52,316.59,422.12,882.0,160.0,520.0,34.0,1596.0,6133.78,2.23
202101.0,2021-01-01,100198.0,5.0,3.0,5800.1,189.82,5989.92,2144.39,677.86,903.81,882.0,320.0,520.0,34.0,1756.0,11471.99,1.98
202101.0,2021-01-01,100199.0,7.0,7.0,37984.39,7588.25,45572.64,16315.0,5157.3,6876.4,882.0,0.0,720.0,34.0,1636.0,75557.35,1.99
202101.0,2021-01-01,100200.0,5.0,6.0,12077.91,230.58,12308.49,4406.44,1392.91,1857.21,882.0,320.0,720.0,34.0,1956.0,21921.05,1.81
202101.0,2021-01-01,100201.0,11.0,2.0,5174.71,455.14,5629.85,2015.49,637.11,849.48,882.0,320.0,380.0,34.0,1616.0,10747.93,2.08
202101.0,2021-01-01,100202.0,7.0,5.0,18660.89,737.95,19398.84,6944.79,2195.3,2927.07,882.0,160.0,520.0,34.0,1596.0,33062.0,1.77
202101.0,2021-01-01,100203.0,8.0,5.0,16846.0,792.53,17638.53,6314.59,1996.09,2661.46,882.0,160.0,520.0,34.0,1596.0,30206.67,1.79
202101.0,2021-01-01,100204.0,10.0,7.0,31135.2,488.26,31623.46,11321.2,3578.72,4771.63,882.0,160.0,1150.0,34.0,2226.0,53521.0,1.72
202101.0,2021-01-01,100205.0,3.0,4.0,6932.85,491.6,7424.45,2657.95,840.2,1120.27,882.0,320.0,720.0,34.0,1956.0,13998.87,2.02
202101.0,2021-01-01,100206.0,3.0,3.0,4044.79,264.75,4309.54,1542.82,487.7,650.26,882.0,160.0,380.0,34.0,1456.0,8446.31,2.09
202101.0,2021-01-01,100207.0,5.0,5.0,13216.01,892.08,14108.09,5050.7,1596.57,2128.75,882.0,320.0,720.0,34.0,1956.0,24840.11,1.88
202101.0,2021-01-01,100208.0,1.0,2.0,4745.69,249.15,4994.84,1788.15,565.25,753.67,882.0,160.0,520.0,34.0,1596.0,9697.91,2.04
202101.0,2021-01-01,100210.0,12.0,3.0,8863.95,1813.08,10677.03,3822.38,1208.28,1611.05,882.0,160.0,520.0,34.0,1596.0,18914.74,2.13
